Name,Description,Address,City,State,Zip,Phone,Website URL,Google Maps URL,Photo URL,Hours,Admission,Price,Age Range,Features,Type,Date Added,Rating,Review Count,Latitude,Longitude,Full Address,Geocoded,Re-Geocode,Logo,Featured
Water-Zoo Clinton Indoor Water Park,"Water-Zoo Clinton Indoor Water Park is an indoor water play facility in Clinton, Oklahoma. It is a paid facility. Buying tickets in advance is recommended. On-site attractions include a lazy river and a wave pool. On-site amenities include restrooms, an on-site restaurant, shaded seating, lockers, an adjacent playground, and party services. It offers wheelchair-accessible entrances, parking, and restrooms. The venue provides free parking and accepts credit cards, debit cards, and mobile payments. It features active-military discounts.",1900 Boulevard of Champions,Clinton,Oklahoma,73601,(580) 323-9966,https://www.water-zoo.com/,"https://www.google.com/maps/place/Water-Zoo+Clinton+Indoor+Water+Park/@35.496732,-98.9832368,14z/data=!4m8!1m2!2m1!1sWater-Zoo+Clinton+Indoor+Water+Park!3m4!1s0x87ac1c9d9982c473:0xdaa9a01aa403434f!8m2!3d35.496732!4d-98.9832368",https://lh3.googleusercontent.com/p/AF1QipOdZI-xisWWSs950_gY9Z0EEChkqs25HadXOy4A=w800-h500-k-no,,Paid,,"Families,Kids","Amusement park,Children's party service,Indoor swimming pool,Park,Shade,Tourist attraction,Water park",Indoor Water Play,2/26/2026,4.1,1187.0,35.4967320,-98.9832368,,checked,,https://lh3.googleusercontent.com/-7ND2zA7v2Wc/AAAAAAAAAAI/AAAAAAAAAAA/l2sYt9espMg/s44-p-k-no-ns-nd/photo.jpg,
Waterworks Waterpark,"Waterworks Waterpark is a water park in Dale City, Virginia. Admission is free. On-site amenities include restrooms, an on-site restaurant, picnic areas, lockers, and party services. It offers wheelchair-accessible entrances, parking, and restrooms. The venue provides free parking and accepts credit cards, debit cards, and mobile payments.",5301 Dale Blvd,Dale City,Virginia,22193,(703) 792-8415,http://www.waterworkswaterpark.com/,"https://www.google.com/maps/place/Waterworks+Waterpark/@38.659030099999995,-77.3734532,14z/data=!4m8!1m2!2m1!1sWaterworks+Waterpark!3m4!1s0x89b6579228fcb4c5:0x5a3f071de93572e5!8m2!3d38.659030099999995!4d-77.3734532",/static/images/waterworks-waterpark-dale-city.jpg,,Free,,"Families,Kids","Picnic Area,Public swimming pool,Restrooms,Water park",Water Park,2/26/2026,4.3,615.0,38.6590301,-77.3734532,,checked,,https://lh5.googleusercontent.com/-2uW4S9NV690/AAAAAAAAAAI/AAAAAAAAAAA/mlAoxXpACtk/s44-p-k-no-ns-nd/photo.jpg,
Wave Waterpark,"Wave Waterpark in Vista, California is a paid water recreation facility featuring a lazy river, water slide, simulated wave attraction, and a designated area for small children. Amenities include restrooms, an on-site restaurant, picnic areas, lockers, and an adjacent playground, with party services available. The venue offers free parking, wheelchair-accessible entrances and restrooms, and provides active-military discounts. Advance ticket purchase is recommended.",101 Wave Dr,Vista,California,92083,(760) 940-9283,http://www.thewavewaterpark.com/,"https://www.google.com/maps/place/Wave+Waterpark/@33.199225,-117.2464486,14z/data=!4m8!1m2!2m1!1sWave+Waterpark!3m4!1s0x80dc76a22916a3b7:0xe6c5a2bc855579cf!8m2!3d33.199225!4d-117.2464486",/static/images/wave-waterpark-vista.jpg,,Paid,,"Families,Kids","Amusement park,Picnic Area,Public swimming pool,Restrooms,Swimming facility,Tourist attraction,Water park",Water Park,2/26/2026,4.4,580.0,33.1992250,-117.2464486,,checked,,https://lh3.googleusercontent.com/-2Z5F720galk/AAAAAAAAAAI/AAAAAAAAAAA/LuQaLB2M0bI/s44-p-k-no-ns-nd/photo.jpg,
West Gwinnett Park & Aquatic Center,"West Gwinnett Park & Aquatic Center is located at 4488 Peachtree Industrial Boulevard in Berkeley Lake and operates from sunrise to 11 PM daily. The facility includes a public swimming pool and aquatic center alongside park amenities such as a community garden, football field, and restrooms, serving families and visitors of all ages. Contact the aquatic center at 678.407.8801 for pool rental information and hours specific to water activities.",4488 Peachtree Industrial Blvd,Norcross,Georgia,30071,(678) 407-8801,https://www.gwinnettcounty.com/government/departments/parks-recreation/parks/west-gwinnett,"https://www.google.com/maps/place/West+Gwinnett+Park+%26+Aquatic+Center/@33.9734017,-84.1810421,14z/data=!4m8!1m2!2m1!1sWest+Gwinnett+Park+%26+Aquatic+Center!3m4!1s0x88f5a22b7b1810d7:0x769e4bf3f49d1a12!8m2!3d33.9734017!4d-84.1810421",/static/images/west-gwinnett-park-aquatic-center-norcross.jpg,Daily: 6AM–9PM,,,"All Ages,Families,Kids","Community garden,Football Field,Park,Public swimming pool,Restrooms,Swimming pool,Tourist attraction",Aquatic Center,2/26/2026,4.5,,33.9734017,-84.1810421,,checked,,https://lh4.googleusercontent.com/-kIAUb1Lq-B0/AAAAAAAAAAI/AAAAAAAAAAA/4FOXCRRxyAc/s44-p-k-no-ns-nd/photo.jpg,
Wet 'n' Wild Hawaii,"Wet 'n' Wild Hawaii is a paid water park in Kapolei featuring a lazy river, wave pool, and water slides. The facility offers on-site dining and a bar, plus amenities including lockers, cabana rentals, restrooms, and an adjacent playground. Wheelchair-accessible entrances and parking are available, and advance ticket purchase is recommended. The park operates four days weekly and hosts live performances.",400 Farrington Hwy,Kapolei,Hawaii,96707,(808) 674-9283,https://www.wetnwildhawaii.com/,"https://www.google.com/maps/place/Wet+%27n%27+Wild+Hawaii/@21.3342056,-158.0903241,14z/data=!4m8!1m2!2m1!1sWet+%27n%27+Wild+Hawaii!3m4!1s0x7c006323c931c921:0x7158d2f1447fe621!8m2!3d21.3342056!4d-158.0903241",/static/images/wet-n-wild-hawaii-kapolei.jpg,"Sunday: 10:30AM–3:30PM
Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: 10:30AM–3PM
Friday: 10:30AM–3PM
Saturday: 10:30AM–4PM",Paid,,"Families,Kids","Water park,Performing arts group",,2/26/2026,4.1,3177.0,21.3342056,-158.0903241,,checked,,https://lh6.googleusercontent.com/-GGPWDHasF7s/AAAAAAAAAAI/AAAAAAAAAAA/O4nV0bTsdIY/s44-p-k-no-ns-nd/photo.jpg,
Wet 'n Wild Emerald Pointe Water Park,"Wet 'n Wild Emerald Pointe is a water park in Greensboro featuring water slides, steep chutes, and an 84-foot-wide wave pool alongside a lazy river. The facility offers cabanas, kids' areas, restrooms, lockers, an on-site restaurant and bar, picnic areas, and party services. Advance ticket purchase is recommended, and the park provides free parking, wheelchair-accessible entrances, active-military discounts, and accepts multiple payment methods including credit cards and mobile payments.",3910 S Holden Rd,Greensboro,North Carolina,27406,(336) 852-9721,https://www.emeraldpointe.com/%3Futm_id%3DGMBtraffic%26utm_medium%3DOrganicGMB%26utm_source%3Dgoogle,"https://www.google.com/maps/place/Wet+%27n+Wild+Emerald+Pointe+Water+Park/@36.0070516,-79.83812929999999,14z/data=!4m8!1m2!2m1!1sWet+%27n+Wild+Emerald+Pointe+Water+Park!3m4!1s0x88531a06532c4e4d:0xa6bae96e940cc301!8m2!3d36.0070516!4d-79.83812929999999",/static/images/wet-n-wild-emerald-pointe-water-park-greensboro.jpg,,Paid,,"Families,Kids","Amusement park,Children's amusement center,Event venue,Picnic Area,Recreation center,Restrooms,Swimming pool,Theme park,Tourist attraction,Water park",Water Park,2/26/2026,4.3,5555.0,36.0070516,-79.8381293,,checked,,https://lh4.googleusercontent.com/-Cr9JvBTm0oU/AAAAAAAAAAI/AAAAAAAAAAA/GMX29indVbw/s44-p-k-no-ns-nd/photo.jpg,
Wetlands Water Park,"Wetlands Water Park operates seasonally from late May through September in Jonesborough, Tennessee, with extended weekday hours in early summer that transition to weekends-only as the school year begins. Daily admission is $11 for children ages 3–12 and $13 for adults, with discounted rates available after 3 p.m. and special pricing for family groups and seniors. The park offers season pass options at various price points, with Gold Pass holders receiving early entry privileges and additional perks like bring-a-friend passes and a souvenir cup. Amenities include restrooms, picnic areas, and on-site accommodations for visitors, and the park remains open during light rain with rain passes issued if closure extends 90 minutes or more before 3 p.m.",1523 Persimmon Ridge Rd,Jonesborough,Tennessee,37659,(423) 753-1553,http://www.wetlandsjonesborough.com/,"https://www.google.com/maps/place/Wetlands+Water+Park/@36.287197,-82.502678,14z/data=!4m8!1m2!2m1!1sWetlands+Water+Park!3m4!1s0x885a61358f17af21:0xba97124346d8b8c8!8m2!3d36.287197!4d-82.502678",/static/images/wetlands-water-park-jonesborough.jpg,,Free,,"Families,Kids","Park,Picnic Area,Restrooms,Tourist attraction,Water park",Water Park,2/26/2026,4.2,1202.0,36.2871970,-82.5026780,,checked,,https://lh5.googleusercontent.com/-WX4c_fBZMz8/AAAAAAAAAAI/AAAAAAAAAAA/FX4LSCbkOC0/s44-p-k-no-ns-nd/photo.jpg,
Wheeler Spray Park,"Wheeler Spray Park is a county-managed water play facility in Linden operated by Union County Parks and Recreation. The park offers interactive water features designed for families and children at no admission cost. As of 2026, the facility has introduced accessible amenities including aquatic wheelchairs to accommodate visitors with mobility needs.",234 W Stimpson Ave,Linden,New Jersey,7036,(908) 862-3748,http://ucnj.org/parks-recreation/spraygrounds/,"https://www.google.com/maps/place/Wheeler+Spray+Park/@40.625544999999995,-74.247366,14z/data=!4m8!1m2!2m1!1sWheeler+Spray+Park!3m4!1s0x89c3b3483d2578c1:0x932db202dd7c9643!8m2!3d40.625544999999995!4d-74.247366",/static/images/wheeler-spray-park-linden.jpg,,Free,,"Families,Kids",Water park,,2/26/2026,4.6,413.0,40.6255450,-74.2473660,,checked,,https://lh6.googleusercontent.com/-qcXBmv030Yc/AAAAAAAAAAI/AAAAAAAAAAA/WgwCu8Lmb-k/s44-p-k-no-ns-nd/photo.jpg,
White Birch Bay Aquatic Center,"White Birch Bay Aquatic Center is an aquatic center in Hazelwood, Missouri. On-site attractions include a lazy river. On-site amenities include restrooms, food service, and party services. It offers wheelchair-accessible entrances.",1186 Teson Rd,Hazelwood,Missouri,63042,(314) 513-5091,http://www.hazelwoodmo.org/,"https://www.google.com/maps/place/White+Birch+Bay+Aquatic+Center/@38.7918981,-90.38271809999999,14z/data=!4m8!1m2!2m1!1sWhite+Birch+Bay+Aquatic+Center!3m4!1s0x87df30cf0ec64215:0xe7495d9de8995392!8m2!3d38.7918981!4d-90.38271809999999",/static/images/white-birch-bay-aquatic-center-hazelwood.jpg,,,,"Families,Kids","Park,Public swimming pool,Restrooms,Swim club,Swimming pool,Water park",Aquatic Center,2/26/2026,4.4,397.0,38.7918981,-90.3827181,,checked,,https://lh4.googleusercontent.com/-3OblYp-dSRg/AAAAAAAAAAI/AAAAAAAAAAA/yyCwpqi8Ecs/s44-p-k-no-ns-nd/photo.jpg,
White Rock Neighborhood Splash Park,"White Rock Splash Park, situated within White Rock Community Park in Rancho Cordova, ranks among Northern California's largest splash parks and includes a dump bucket, water slides, water cannons, and spray jets. The facility operates on a first-come, first-served basis with a maximum capacity of 90 people per session; children under 12 must be accompanied by an adult. Riders on the two water slides must meet height requirements (42 inches for the orange slide, 46 inches for the yellow slide) and purchase a wristband, while all other water features are free to use. Children unable to reach slide height requirements can still enter at no charge and use the spray areas.",10488 White Rock Rd A,Rancho Cordova,California,95670,(916) 842-3300,https://www.cordovarpd.gov/187/White-Rock-Splash-Park,"https://www.google.com/maps/place/White+Rock+Neighborhood+Splash+Park/@38.5852927,-121.30029189999999,14z/data=!4m8!1m2!2m1!1sWhite+Rock+Neighborhood+Splash+Park!3m4!1s0x809add227ba81f79:0x412e3d7ec591eb33!8m2!3d38.5852927!4d-121.30029189999999",/static/images/white-rock-neighborhood-splash-park-rancho-cordova.jpg,,,,"Families,Kids","Water park,Tourist attraction",,2/26/2026,4.3,374.0,38.5852927,-121.3002919,,checked,,https://lh3.googleusercontent.com/-Ccvl_IdFpNI/AAAAAAAAAAI/AAAAAAAAAAA/2gQ91WEk7uk/s44-p-k-no-ns-nd/photo.jpg,
WhoaZone at Heron Beach,"WhoaZone at Heron Beach is relocating to Bald Mountain Recreation Area for summer 2026 due to maintenance work on Heron Lake. The new location will feature an inflatable slide called the Wibit Wave, an expanded obstacle course area called Peakz Challenge, and floating cabanas for shaded relaxation on the water. The facility will retain popular attractions from the original site, including the Action Tower, Floating Trampoline, KidsZone, and watercraft rentals, along with a snack bar, beach store, and party zone.","Holly Recreation Area, 5005 McGinnis Rd",Holly,Michigan,48442,(248) 985-2083,https://whoa.zone/holly/,"https://www.google.com/maps/place/WhoaZone+at+Heron+Beach/@42.8106888,-83.5245204,14z/data=!4m8!1m2!2m1!1sWhoaZone+at+Heron+Beach!3m4!1s0x88249d789076a667:0x68ead719336f30e2!8m2!3d42.8106888!4d-83.5245204",/static/images/whoazone-at-heron-beach-holly.jpg,,Paid,,"Families,Kids","Water park,Camping store,Snack bar,Swimming lake,Tourist attraction",,2/26/2026,4.5,521.0,42.8106888,-83.5245204,,checked,,https://lh3.googleusercontent.com/-42IW1_oHHaY/AAAAAAAAAAI/AAAAAAAAAAA/BNuAc96sNi0/s44-p-k-no-ns-nd/photo.jpg,
Wild Water West Waterpark and Flamingo Falls Campground,"Wild Water West Waterpark and Flamingo Falls Campground is a seasonal water park in Sioux Falls, South Dakota, featuring a wave pool and lazy river alongside go-karts and mini-golf. Admission is free, and the venue offers on-site food service, picnic areas, and an adjacent playground. Amenities include wheelchair-accessible entrances and restrooms, complimentary parking, and payment options including credit cards, debit cards, and mobile payments.",26767 466th Ave,Sioux Falls,South Dakota,57106,(605) 361-9313,http://www.wildwaterwest.com/,"https://www.google.com/maps/place/Wild+Water+West+Waterpark+and+Flamingo+Falls+Campground/@43.5059934,-96.8918243,14z/data=!4m8!1m2!2m1!1sWild+Water+West+Waterpark+and+Flamingo+Falls+Campground!3m4!1s0x878ece77a17eb67b:0x29bd9f85c380222c!8m2!3d43.5059934!4d-96.8918243",/static/images/wild-water-west-waterpark-and-flamingo-falls-campground-sioux-falls.jpg,,Free,,"Families,Kids","Amusement park,Campground,Picnic Area,Restrooms,Tourist attraction,Water park",Water Park,2/26/2026,4.2,1830.0,43.5059934,-96.8918243,,checked,,https://lh3.googleusercontent.com/-vNJiQOQOHbY/AAAAAAAAAAI/AAAAAAAAAAA/W8HQDhENkLg/s44-p-k-no-ns-nd/photo.jpg,
Wild Waves Theme and Water Park,"Wild Waves Theme and Water Park in Federal Way, Washington combines amusement rides with water attractions including a lazy river, wave pool, and slides. The facility operates three days weekly and offers amenities such as restrooms, dining, an arcade, picnic areas, lockers, and cabana rentals, along with wheelchair-accessible entrances and free parking. Advance ticket purchase is recommended, and the park provides active-military discounts and hosts live performances.",36201 Enchanted Pkwy S,Federal Way,Washington,98003,(253) 661-8000,http://www.wildwaves.com/,"https://www.google.com/maps/place/Wild+Waves+Theme+and+Water+Park/@47.2731529,-122.3126059,14z/data=!4m8!1m2!2m1!1sWild+Waves+Theme+and+Water+Park!3m4!1s0x549057d453f25869:0x1acef3554b163e2!8m2!3d47.2731529!4d-122.3126059",/static/images/wild-waves-theme-and-water-park-federal-way.jpg,"Sunday: 2–10PM
Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: 6–10PM
Saturday: 2–10PM",Paid,,"Families,Kids","Amusement park,Haunted house,Picnic Area,Restrooms,Water park",Water Park,2/26/2026,3.9,8175.0,47.2731529,-122.3126059,,checked,,https://lh3.googleusercontent.com/-m4-Wlf9XR7I/AAAAAAAAAAI/AAAAAAAAAAA/8OGyJxYCKH4/s44-p-k-no-ns-nd/photo.jpg,
William A. Wagner Aquatic Center,"William A. Wagner Aquatic Center is an aquatic center in Oceanside, California. Admission is free. On-site amenities include restrooms. It offers wheelchair-accessible entrances and parking. It is open one day a week. The water play is designed for visitors of all ages.",3425 Hero Dr,Oceanside,California,92056,(760) 435-5370,https://www.ci.oceanside.ca.us/Home/Components/FacilityDirectory/FacilityDirectory/6/693,"https://www.google.com/maps/place/William+A.+Wagner+Aquatic+Center/@33.206188499999996,-117.3154296,14z/data=!4m8!1m2!2m1!1sWilliam+A.+Wagner+Aquatic+Center!3m4!1s0x80dc71342d89b077:0x3922b2250746f59a!8m2!3d33.206188499999996!4d-117.3154296",/static/images/william-a-wagner-aquatic-center-oceanside.jpg,"Sunday: 10AM–5PM
Monday: 6–8AM & 9AM–7PM
Tuesday: 6–8AM & 9AM–7PM
Wednesday: 6–8AM & 9AM–7PM
Thursday: 6–8AM & 9AM–7PM
Friday: 6–8AM & 9AM–7PM
Saturday: 10AM–5PM",Free,,"All Ages,Families,Kids","Restrooms,Swimming facility",Aquatic Center,2/26/2026,4.4,156.0,33.2061885,-117.3154296,,checked,,https://lh3.googleusercontent.com/-wyqDKGK4UTs/AAAAAAAAAAI/AAAAAAAAAAA/zjn4tcT4Xk8/s44-p-k-no-ns-nd/photo.jpg,
Wilson Park Pool,"Wilson Park Pool is Fayetteville's municipal public swimming facility, operating seasonally from late May through Labor Day with separate sessions for open swim, family swim, and adult lap swim. The facility offers daily admission at $3 for youth and $4 for adults, with discounted punch passes and seasonal passes available; children under three enter free, and those 14 and younger must be supervised by someone 15 or older. Situated within Wilson Park on N. Park Avenue, the pool is surrounded by shade trees and provides concession services, with group and private rental options available outside regular hours.",675 N Park Ave,Fayetteville,Arkansas,72701,(479) 442-2641,http://www.fayetteville-ar.gov/pool,"https://www.google.com/maps/place/Wilson+Park+Pool/@36.0725175,-94.16132879999999,14z/data=!4m8!1m2!2m1!1sWilson+Park+Pool!3m4!1s0x87c96ec516060f0f:0xc3aa4f3b05787ef4!8m2!3d36.0725175!4d-94.16132879999999",/static/images/wilson-park-pool-fayetteville.jpg,,,,"Families,Kids,Toddlers",Public swimming pool,,2/26/2026,4.5,224.0,36.0725175,-94.1613288,,checked,,https://lh3.googleusercontent.com/-nTO3KY5lS6A/AAAAAAAAAAI/AAAAAAAAAAA/Nzjk7a55h-o/s44-p-k-no-ns-nd/photo.jpg,
